stars,comment
"5,0 su 5 stelle","







  
  
    Questa poltrona stile ""gaming"" (possiamo così dire) si presenta molto robusta e stabile. Arriva (ovviamente) smontata ma di facile assemblaggio. Si può  regolare sia l'altezza che l'inclinazione dello schienale. L'imbottitura spessa conferisce un discreto confort (fondamentale per chi sta tante ore davanti al pc). Il prezzo è davvero interessante rispetto ad altri prodotti simili in vendita. Lo schienale alto permette un supporto totale alla schiena e alla testa. Consigliato!
  
"
"4,0 su 5 stelle","







  
  
    Consegna super rapida.Ordinata venerdì 13 ottobre è arrivata mercoledì 18 ottobre..ed era prevista per il 2 novembre!!!Univa pecca il poggiabraccio destro rovinato come da foto che allego. Dà molto fastidio per un prodotto per cui si spendono quasi 80 euro.Per il resto corrisponde perfettamente alla foto e quindi al prodotto che mi aspettavo. Montaggio un po' complicato ma fattibile. Consigliata
  
"
"5,0 su 5 stelle","







  
  
    Sedia bellissima, di buona fattura. esattamente come da foto.dovevo riceverla circa 10-15 giorno dopo l'ordine ma è arrivata in due giorni!facile da montare, è completa di tutti i pezzi per l'assemblaggio e istruzioni.Unico punto negativo (se così vogliamo dire) è che si presenta molto dura per l'inclinazione; molte sedie sono più morbide e ci si può ""sdraiare"" semplicemente appoggiandosi allo schienale; questa invece è dura e devi spingere con i piedi per sbilanciarti indietro. credo che con il tempo tenderà comunque ad ammorbidirsi.Nel complesso sedia molto comoda e consigliata, soprattutto perchè aiuta a mantenere una buona postura in totale comodità, quasi come un divano.consigliata!
  
"
"4,0 su 5 stelle","







  
  
    Quando mi è arrivata ho iniziato immediatamente a montarla non vedevo l'ora di provare la mia nuova sedia da ufficio (che prevalentemente uso per usare il pc o studiare). Ci sto delle ore seduto per quanto è comoda, poi da poco ho scoperto anche che se ti pieghi all'indietro anche la parte inferiore si piega ma lo schienale rimane fisso purtroppo per questo ho messo solo 4 stelle. Comunque è comoda e la consiglio per chi vuole risparmiare .
  
"
"4,0 su 5 stelle","







  
  
    La sedia è veramente comoda e la qualità dei materiali sembra più che dignitosa per il prezzo, ho aspettato qualche mese prima di scrivere la recensione proprio per assicurarmi della comodità. Unico difetto a mio parere il non poter bloccare lo schienale a una inclinazione ottimale. Allentando la manopola sottostante la seduta si può aumentare l'effetto ""dondolo"" ma per rimanere reclinati leggermente all'indietro bisogna comunque far leva da terra con i piedi, un piccolo accorgimento in più l'avrebbe resa perfetta. Acquisto consigliato a chi non vuole spendere il doppio per una sedia da gaming/ufficio
  
"
"4,0 su 5 stelle","







  
  
    Poltrona arrivata poco fa con un giorno di anticipo (doveva arrivare tra il 21 e il 30 sett, ordinata il 12).L'imballaggio non era molto ""sicuro"", solo cartone e cellophan, tuttavia tutti i componenti sono arrivati integri, ad eccezione della seduta macchiata di uno strano colore argentato (?)La poltrona si monta facilmente in 10 minuti ed è molto bella alla vista. Ci sto seduta da 10 minuti e per il momento mi sembra comoda. Io sono alta quasi 1,80 e arrivo ad appoggiare comodamente braccia e testa. Vedrò in questi giorni se manterrà le promesse fatte.Resta comunque un buon investimento, il prezzo è ridicolo rispetto a qualunque altra sedia abbia cercato (dai 150 euro in su). La consiglio
  
"
"5,0 su 5 stelle","







  
  
    buongiorno, ne approfitto del giorno festivo per aiutare tutti voi a saperne di più su questo prodotto...gia utilizzata e rodata con un peso di circa 110 kg di persona la sedia risulta solida e morbida, esteticamente impeccabile per chi ama la sportivitàAnatomicamente parlando la schiena si adagia in perfetta posizione e non si suda.la usa un mio caro amico diverse ore al giorno in ufficio ed è super contento che l'ha voluta ricomprare per la scrivania di casa.
  
"
"5,0 su 5 stelle","







  
  
    Arrivata in tempi brevi... Pelle misto tessuto con cuciture di buona qualità e che assolutamente non sfigura rispetto a poltrone più costose, facile da montare con tutto l'occorrente in scatola, comoda la seduta, si inclina poco ma non m'interessava quindi va bene così, braccioli ad altezza perfetta, la consiglio vivamente!
  
"
"5,0 su 5 stelle","







  
  
    Ottima poltrona, alla pari con le più costose.La base è solido e il meccanismo funziona perfettamente.Forse scalda troppo d'estate ma penso sia una cosa normale.Cuciture e materiali ottimi.Consigliata a chiunque non voglia spendere un patrimonio per avere un ottimo prodotto
  
"
"3,0 su 5 stelle","







  
  
    Sedia molto ergonomia.Il suo montaggio è stato facilissimo come le istruzioni allegate.L'unica pecca sono da curare le rifiniture. Ma la sedia è molto valida.Dopo circa 3 anni dal suo acquisto, la sedia è ancora confortevole, ma il pistone, non so il perché, dopo poco tempo che sei seduto, si abbassa. Ho già sostituito lo scorso anno il pistone con la richiesta fatta al fornitore, che prontamente mi hanno inviato. Ma il problema, poco tempo dopo, rimane.Credo che sia un difetto di fabbricazione. Ed è per questo che do 3 stelle, ma né meriterebbe 5.Se non fosse per questo problema, la sedia è il top per questa fascia di prezzo.
  
"
