stars,comment
"4,0 su 5 stelle","







  
  
    Acquisto su Amazon le cartucce HP 301 perché sono più economiche, questa è stata la miglior proposta effettuando una ricerca comparativa.La resa è buona e la cartuccia è originale, peraltro sconsiglio vivamente l'acquisto di cartucce compatibili che la mia stampante non riconosce e si finisce per gettare denaro al vento.Questo prodotto in sintesi assicura un buon rapporto qualità/prezzo, sebbene in generale le cartucce costano ancora troppo a mio avviso.
  
"
"5,0 su 5 stelle","







  
  
    Ho comprato due cartucce HP 301/301 (color); mi dovevano arrivare la settimana dopo invece mi sono arrivate al venerdì.Sul lato spedizione Amazon è spettacolare!Per le cartucce per adesso è tutto ok; vediamo quanto mi dura l'inchiostro!Per il momento non mi posso lamentare! :) Tutto ok!
  
"
"5,0 su 5 stelle","







  
  
    E' arrivata il giorno previsto, confezionata a dovere in doppio involucro, quella del produttore all'interno e di Amazon esternamente. Montata sulla stampante è stata immediatamente riconosciuta come originale e alla stampa di prova è risultata ottima come grafica e qualità di scrittura. Sulla durata non posso esprimermi adesso, si vedrà durante l'utilizzo. Acquistata su Amazon con un risparmio di circa il 35 % rispetto al negozio più conveniete che avevo trovato.....
  
"
"1,0 su 5 stelle","







  
  
    Dura veramente poco
  
"
"5,0 su 5 stelle","







  
  
    Compro regolarmente questa cartuccia per la mia stampante. Una volta, la cartuccia era difettosa, la stampante non la riconosceva. Ho chiamato il servizio assistenza della HP, una operatrice molto gentile ha cercato di risolvere il problema, alla fine ha concluso che si trattava di una cartuccia difettosa e ne giro di due giorni me ne hanno inviato una nuova di zecca senza alcun costo aggiuntivo. Sono rimasta molto soddisfatta.
  
"
"3,0 su 5 stelle","







  
  
    Ho acquistato diverse volte cartucce originali 301 hp e mi sono trovato bene, la penultima volta invece la durata è stata di soli pochi giorni (notare che io non uso molto la stampante ) a differenza delle precedenti che duravano anche tre mesi. Ho fatto un ulteriore acquisto e vediamo se in quella occasione è stato un caso oppure sono origianli ma difettose
  
"
"5,0 su 5 stelle","







  
  
    Cartucce originali sempre efficienti e di qualità; a differenza di molte compatibili, magari meno costose di qualche euro, garantiscono circa le stampe indicate e non seccano nel medio termine.Ottime
  
"
"1,0 su 5 stelle","







  
  
    ho acquistato 2 cartucce originali XL pensando di risolvere per lungo tempo il problema delle sostituzioni, ma non mi sembra che queste sedicenti XL stampino un maggior numero di copie delle normali.stampo con parsimonia in modalità ""bozza"" e sono spesso senza inchiostro.HP ottime stampanti ma qualcosa mi puzza...
  
"
"5,0 su 5 stelle","







  
  
    Come sempre ottimo prodotto. Complimenti ad Amazon che in questo periodo riesce a recapitare pacchi in tempi ragionevoli.Indispensabile per la stampa delle autocertificazioni per poter uscire..
  
"
"5,0 su 5 stelle","







  
  
    Spedizione veloce, Amazon come sempre molto puntuale e affidabile! Ottimo rapporto qualità-prezzo per delle cartucce originali. Si installano senza nessuna difficoltà con apposita guida di inserimento, già predisposta dalla stampante. Compatibile con la stampante hp envy 4500. La consiglio vivamente.
  
"
