stars,comment
"1,0 su 5 stelle","







  
  
    Ho preso il tablet per utilizzarlo in famiglia, non sapevo che alcuni dispositivi se non di fascia alta non supportano il multi utente, questo non la prevede per cui se vi serve da dividere con i famigliari cercate altro modello. Non prevede ricarica veloce e questa è una mancanza che penalizza di molto il tablet, la ricarica necessita di svariate ore. Anche la fotocamera è di bassa qualità.
  
"
"2,0 su 5 stelle","







  
  
    ho acquistato questo tablet principalmente per la navigazione in rete, lettura documenti e redazione degli stessi. purtroppo la mia ignoranza non mi ha fatto notare che è, fondamentalmente, un cellulare entry level con poca memoria e difficoltà a visualizzare ed editare i documenti salvati in pdf e word. la memoria è insufficiente posto che le app non consentono di essere installate sulla scheda sd, i 16 gb promessi arrivano già più che dimezzati dalle app di sistema che ne rallentano l'utilizzo. purtroppo, ora, devo dire che non ne capisco l'utilità a parte il mega schermo senza apposite possibilità di utilizzarlo coome un piccolo pc per lavorare sui documenti. dovrebbe sostituire il cell, la tv ed il pc... in realtà fa male tutti e 3 i lavori.
  
"
"5,0 su 5 stelle","







  
  
    Per il costo Huawei ha realizzato un dispositivo inarrivabile. Non si blocca mai lato navigazione e garantisce delle prestazioni che non fanno rimpiangere il PC per quanto riguarda appunto operazioni come navigazione web, posta, YouTube e uso di App leggere.
  
"
"5,0 su 5 stelle","







  
  
    Un tablet che in questa fascia di prezzo difficilmente trova rivali. Un buion 10 pollici con 4 casse, petanto con un buonissimo audio. Lo schermo è un IPS e non un amoled, quindi sotto luce diretta (più o meno diretta insomma, tipo all'aperto ecc) non è perfetto e soffre un po' in tal senso, però nel complesso molto soddisfacente. Reattivo, ben bilanciato ecc. Utilizzo fatto è quello di video (youtube e netflix in particolare) e giochi, tanti giochini.
  
"
"3,0 su 5 stelle","







  
  
    Il tablet di per se è eccezionale, peccato per l'assenza dei google services, per me fondamentali. Ho provato il jailbreak per l'installazione dei GS, purtroppo non funziona sempre. Dopo diversi tentativi sono riuscito ad installarli, ma l'installazione è stata compromessa dopo solo qualche ora di utilizzo. Ho provveduto alla restituzione, peccato perchè l'hardware è eccezionale.
  
"
"4,0 su 5 stelle","







  
  
    ho dovuto renderlo dopo due giorni perchè dopo gli aggiornamenti la mia versione Lte aveva più di 13gb dei 32 a disposizione occupati dal sistema operativo SENZA avere io installata alcuna app.ho dovuto ripiegare su una versione solo wifi ma con 64gb di spazio.  con 4 gb di ram  è tutto più fluido, ma anche la versione con 3gb ram non è male, peccato che la versione Lte ( mi ripeto ) sia affamata di spazio
  
"
"5,0 su 5 stelle","







  
  
    Cercavo un tablet che fosse buon compromesso prezzo/qualità, non avevo bisogno della sim è mi sono accontentato di 32gb potendo poi sfruttare la sdDevo dire la prima impressione molto buona, bel display, fluido nelle applicazioni, fotocamera nella media per un tablet.È principalmente per mio figlio, comunqueOttimo con netflix e con meet di scuola, la batteria per ora non mi sbilancio i primi tempi sono sempre performanti bisogna vedere nel tempo il degrado
  
"
"4,0 su 5 stelle","







  
  
    Il tablet è molto bello! Ho comprato proprio questo modello perché rispetto agli altri aveva 4 gb di ram e costava meno. In realtà, una volta arrivato, le impostazioni del dispositivo ho scoperto che ha 3 gb di ram. Non mi piace essere preso in giro e sto pensando di rimandarlo indietro perché io ho pagato per un altro prodotto.
  
"
"5,0 su 5 stelle","







  
  
    durata batteria, dopo due ore di gioco pesante, livello batteria 78%.  Tablet reattivo, in 12 ore circa di uso, non ha dato segni di rallentamenti.scalda pochissimo.secondo me le recessioni negative date da altri utenti saranno dovute a problemi del singolo Tablet.chi non ha voglia o possibilità di spendere 300 - 500 euro può andare sul sicuro.per ultimo, tempi di consegna rispettati, complimenti all'organizzazione Amazon.
  
"
"5,0 su 5 stelle","







  
  
    voglio subito precisare che la versione descritta da amazon (con 4gb di ram e 64 di rom esiste). ero molto scettico anch'io sul comprarla, leggendo recensioni che affermavano che questa versione non esistesse e che amazon stesse ""truffando"" i clienti. che dire, il tablet mi è arrivato con un giorno di anticipo, ho avuto modo di provarlo per un paio di giorni e devo dire che è un ottimo dispositivo. è il mio primo tablet ma penso che come rapporto qualità prezzo sia imbattibile, soprattuto approfittando dell'offerta del black friday . è adatto anche per giochi con grafica pesante (ho provato personalmente real racing 3 e asphalt9, senza mai ricorrere in lag). occhio però a giochi come cod mobile o pubg che non sembrano essere ottimizati al massimo per questo modello di tablet. la batteria non è delle più capienti ma penso soddisfi l'utilizzo medio di qualsiasi utente, design e audio davvero ben fatti.N.B. la versione da 4gb di ram e 64 di rom credo esista solo nella versione wifi e NON nella lte, quindi occhio quando selezionate il prodotto
  
"
