stars,comment
"5,0 su 5 stelle","







  
  
    Ho deciso di acquistarlo perché mi sono reso conto che Siri di IPhone è fermo nello sviluppo al 2012...Le mie aspettative non sono andate deluse.Con pochi euro acquistate tanta tecnologia che vi consentirà:- di svegliarvi al mattino e con un “buongiorno” ascolterete il meteo, le notizie del giorno e il traffico previsto per arrivare al lavoro.- tornare a casa e con un “sono tornato” vi consiglierà una ricetta da Giallozafferano guidandovi passo passso nella sua preparazione. Un timer vi avviserà quando togliere la pasta dal fuoco.- La sera accenderà le luci per voi e metterà la vostra musica preferita.- prima di dormire vi ricorderà gli impegni di domani e mentre vi addomenterete vi racconterà un fiaba o leggerà un libro per voi.Sembra fantascienza ma è la realtà. il dispositivo vi ascolta anche a distanza, reagisce con prontezza, raramente non comprende i vostri comandi.Con le skill attivabili dal telefono aumenterete le sue abilità. Con i dispositivi Smart la casa domotica diventa realtà.C’é più innovazione in questo scatolotto di 36 euro che in uno smartphone da 1000 euro!Provatelo!
  
"
"4,0 su 5 stelle","







  
  
    A marzo dello scorso anno, quando l’assistente vocale di Amazon “Alexa” non era ancora disponibile nella lingua italiana, acquistai un echo dot di seconda generazione di provenienza US. Per tutto questo periodo ho provato le funzionalità di questo dispositivo anche se solo in lingua inglese.Non appena qualche giorno fa “Alexa” è stata ufficializzata in Italia, attirato anche dagli sconti sui prodotti della linea echo (-40%) ne ho approfittato per acquistare un echo (59,99 euro) e due echo Plus con abbinata nell’offerta una lampadina Philips della linea Hue (89,99 euro) e un piccolo Echo dot di terza generazione.In realtà il prezzo dell’echo Plus, con l’offerta attuale, è il più interessante in quanto se calcoliamo che integra un hub Zigbee, che di qualsiasi marca (Philips, Osram, etc) costa circa 50 euro e in più negli 89,99 euro è compresa anche una lampadina Philips Hue che costa circa altri 15 euro è come se lo stessimo pagando 25 euro. Inoltre, la qualità audio di questo dispositivo è superiore rispetto all’echo standard, rispetto al dot invece non c’è proprio paragone avendo quest’ultimo un solo speaker sufficiente per un ambiente piccolo, tipo un bagno o per lasciarlo sul comodino, anche se è possibile connetterlo ad una cassa esterna via bluetooth (ma in tal caso verrà escluso dalla riproduzione in multiroom) o ancora meglio via cavo ad un impianto stereo.Detto ciò, vorrei spiegarvi in breve alcune funzionalità di questi dispositivi e le differenze tra l’echo e l’echo Plus, inoltre alla fine inserisco una mini guida per la prima installazione e la configurazione dell’audio multiroom.L’echo Plus possiamo definirlo il top di gamma di tutta la linea echo, come dimensioni è molto simile all’echo tradizionale ha solo una circonferenza leggermente più ampia ed è rifinito in maniera un po' più carina con dei bordi più stondati.Inoltre, a differenza dell’echo tradizionale, nel Plus il Jack da 3.5 mm oltre ad essere una uscita audio è abilitato anche come ingresso, ha in più un sensore per rilevare la temperatura ambientale e a livello audio, woofer e tweeter sono leggermente più potenti (la differenza si sente), ma la differenza più rilevante, come anticipato poco fa, sta nel fatto che l’echo Plus integra un hub Zigbee attraverso il quale si possono comandare una miriade di apparecchiature per la domotica.Non a caso, nell’offerta attuale, viene venduto in combinata con una lampadina della linea Hue della Philips, poiché grazie all’hub integrato nell’echo Plus non avrete bisogno di acquistarne uno dedicato.Come detto, con la versione Plus di echo sarà possibile gestire tantissimi dispositivi per divertirsi con la domotica, lampade, pulsanti o sensori della linea Philips Hue o quelli della IKEA, prodotti della OSRAM Smart+ o ancora della NETATMO attraverso il quale per esempio si può automatizzare il riscaldamento di casa sfruttando anche il sensore di temperatura interno all’echo plus, insomma ci si può divertire con tutti quei prodotti che si basano sullo standard di comunicazione Zigbee e sono davvero tanti.Da sottolineare però, che l’hub Zigbee interno all’echo plus funziona perfettamente per le lampadine (sia Osram che Philips), mentre nel mio caso, avendo interruttori e sensori della linea Osrma Smart+, bisogna comunque acquistare il loro Hub per impostare per bene pulsanti e sensori, penso sia più un problema di Osram che di Amazon poiché il protocollo di trasmissione è sempre lo stesso, basato appunto su Zigbee.Molto interessante la funzione di ricerca automatica attraverso la quale, attivando tutti i nostri dispositivi connessi alla stessa rete Wi-Fi, “Alexa” troverà automaticamente tutti quelli compatibili per la casa intelligente, basta infatti dire: ”Alexa, trova i miei dispositivi...” per trovarli e configurarli.Se invece avete già un HUB allora potete anche valutare l’acquisto dell’echo in versione standard che comunque ha un buon suono e tutte le funzioni del riconoscimento vocale di “Alexa” o magari il piccolo Dot che ha prestazioni audio inferiori ma la possibilità di essere collegato a fonti audio esterne più potenti.Io li ho acquistati tutti e tre poiché ho messo il Plus e un echo standard in salotto (così posso accoppiarli e sfruttare il suono stereo) , l’altro echo plus in camera da letto e il dot in bagno, in tal modo oltre a poter impartire comandi da tutta la casa, posso sfruttare l’audio multiroom, infatti basta dire ad Alexa di suonare della musica (da TuneIn  Radio, Spotify o Amazon Music) “...dappertutto” ed il gioco è fatto.Una cosa importante da sapere è che l’interazione tra i vari prodotti della linea echo è possibile anche da remoto e non solo quando si è nella rete Wi-Fi domestica, quindi si possono inviare tutti i comandi anche essendo all’altro capo del mondo attraverso il proprio smartphone (Android o iOS), basta installare l’app Amazon Alexa.Inoltre, attraverso l’installazione delle “Skill” sarà possibile ampliare le funzioni dell’assistente vocale “Alexa”, Infatti, in tal modo potremo dare delle nuove funzionalità ai nostri dispositivi echo, ne esistono davvero tantissime e per molteplici utilizzi, giusto per citarne una, esiste la skill per le Yeelights, le lampade smart della linea Xiaomi, attraverso l’installazione di questa skill sarà possibile comandare vocalmente le lampade anche con un echo standard senza l’ausilio di un hub dedicato.Altra funzione che ho trovato molto interessante è quella di poter utilizzare tutta la famiglia echo come interfono e comunicare da un dispositivo all’altro, anche in questo caso smartphone compresi.Insomma, per chi è appassionato di tecnologia e domotica consiglio sicuramente l’acquisto di questi echo, magari se siete incerti e volete giusto provare come funziona “Alexa”, potreste valutare l’acquisto del più piccolo della famiglia echo, il Dot che attualmente è in promo a 35,99 euro, per poi magari ampliare la gamma.Infine vi elenco una serie di utilizzi che personalmente effettuo quotidianamente attraverso l’assistente vocale “Alexa” e i dispositivi della linea echo:- Attivare luci e/o elettrodomestici- Apertura cancello di casa, (abbinato con un BroadLink Pro)- Comandare Smart TV (o anche TV normali abbinando un Broadlink anche non Pro)- Audio multiroom- Interfono- Richiesta di Notizie o curiosità generali- Dettatura promemoria- Controllare il Meteo o il traffico- Attivare un Timer o la Sveglia- Traduzioni- Invio messaggi o chiamate- Lettura audiolibri-PRIMA INSTALLAZIONE E CONFIGURAZIONI AUDIO MULTIROOM-La prima installazione richiede giusto qualche minuto ed è davvero semplice, per prima cosa bisogna installare l’app “Amazon Alexa” che si trova sul play store, inoltre il nostro dispositivo echo deve essere nel range della stessa rete wi-fi alla quale è collegato lo smartphone/tablet dal quale eseguiamo l’installazione, vedremo i led dell’echo colorarsi prima di azzurro e poi fermarsi sul colore arancione, il che indica che è pronto per essere configurato.Aperta l’app bisogna spostarsi all’ultima pagina cliccando l’iconcina in basso a destra (a forma di casa). Da qui si clicca sul simbolo “+” in alto a destra, poi selezioniamo aggiungi dispositivo e scegliamo il nostro Amazon Echo.Adesso basterà seguire le indicazioni, collegandosi ad un certo punto ad una rete wifi che verrà generata dal dispositivo echo. Terminata la configurazione ci ricollegheremo alla nostra wi-fi e il gioco è fatto.Se disponiamo di più dispositivi e vogliamo suonare della musica su tutti contemporaneamente, basta cliccare sempre sul simbolo “+” in alto a destra e selezionare “Aggiungi altoparlanti per musica multistanza”, successivamente daremo un nome (di default “dappertutto”), e selezioniamo quali dispositivi dovranno trasmettere l’audio.
  
"
"5,0 su 5 stelle","







  
  
     Anche io  allettato dalla promozione di natale ho introdotto in famiglia  un' Echo  Dot di terza generazione, appena arrivato è stato semplice da installare e configurare è bastato toglierlo dalla sua confezione  e collegarlo tramite il suo alimentatore alla presa e seguire la linea guida. Avevo già installato l' App sul mio smartphone  e da li ho potuto ultimare le ultime impostazioni con una semplicità unica grazie all' app che ha dei tratti molto intuitivi, dopo l' installazione Amazon ti aiuta ad interagire con Alexa mediante dei messaggi tramite Mail o in alternativa quando si apre l' applicazione troviamo degli aiuti nella home. Giorno dopo giorno è entrata sempre più nella nostra giornata per le previsioni del tempo, per la musica con una gran qualità di suono, per i promemoria dei farmaci giornalieri, per l' attivazione degli interruttori smart ecc. ecc. , giorno dopo giorno si evolve e ti supporta sempre più. Vi consiglio oltre ad Echo di munirvi degli accessori in commercio quali il supporto a muro che è utilissimo per non vedere il cavo penzolante e tenere tutto ben in ordine, il comodo supporto portatile che ti permette di  spostarlo comodamente in tutta casa senza il bisogno d' alimentarlo dato che ha una batteria integrata con durata di 8 ore, questi accessori ve li consiglio per godervi al meglio Alexa ed integrarla sempre più in famiglia. Lascio come sempre un piccolo video e delle foto per farvi godere al meglio il prodotto , Vi ricordo come sempre di seguirmi tramite il mio profilo per rimanere aggiornati sui miei acquisti e dove troverete anche il link del mio canale Youtube.
  
"
"1,0 su 5 stelle","







  
  
    Arrivato il 30 ottobre, l'ho restituito il 2 novembre.Pensavo molto meglio.Spotify non lo riconosce a meno che non si abbia un account premium.Amazon music lo riconosce ma sono le stesse canzoni che si possono ascoltare tranquillamente da qualsiasi dispositivo se si ha un account prime.Le domande le risponde (quando le capisce) e non a tutte capisce bene quello che gli si chiede.fa bene i calcoli, ma basta un cellulare e lo fai con la calcolatrice inclusa in ogni smartphone.Traduce in tante lingue, ma lo fa anche un cellulare tramite l'assistente vocale di Google.Mette il timer per ricordarti per esempio che l'acqua della pasta deve essere scolata...ma lo faccio ugualmente con un aggeggino di 1 euro comprato dai cinesi dove imposto un timer al volo (ma anche quello lo si fa da cellulare).Fa da sveglia (indovinate un po'...lo fa anche il cellulare).Quindi mi viene da pensare ...perché lo avevo comprato?Perché pensavo fosse qualcosa di più utile...e soprattutto mi sono reso conto che già ce l'avevo in casa quello che fa questo Dot ed è solo doppione di tante cose che già posso fare con un semplice smartphone.Volevo mettere 2 stelle ma ne metto una perché oltretutto Amazon ha voluto 5 euro per fare il reso.
  
"
"4,0 su 5 stelle","







  
  
    In generale mi è piaciuto quasi tutto di questo prodotto:- ottima la qualità dei materiali- ottima la sensibilità alla voce- buona la qualità audio in riproduzione- molto buona la flessibilità nel comprendere le richieste.Guadagnerà la quinta stella quando verrà dotato di batteria al litio di alta durata in modo da non avere la necessità di collegarlo con il cavo di alimentazione.Nelle istruzioni di installazione è scritto che la sua posizione ideale è nel centro della stanza ma con il cavo di alimentazione è impossibile farlo.ALTRA COSA IMPORTANTEDato che almeno per il momento (spero) il cavo è necessario, andrebbero ridotte o modificate le dimensioni della spina. E' talmente grande e disegnata male che si allarga su ambo i lati che, inserendola in una presa a muro, rende inutilizzabili anche le prese attorno. Disegnatela diversamente.
  
"
"1,0 su 5 stelle","







  
  
    Non funziona se non domande banali come il meteo o una barzelletta. Negli ordini per spotify riconosce una canzone su 10. Non avvia le playlist e esegue nessun comando collegato all’app spotify. Aggiornare immediatamente il tutto se no restituisco tutti i prodotti acquistato due dot mini e echo plus. Voto 2 per la musica almeno per adesso. Per il resto abbastanza ok. Spero vivamente che l’obbiettivo non sia pubbliciazzare diverse case di straming musicale per vendere il prodotto e farlo funzionare poi male per abbonarsi ad amazon music.
  
"
"1,0 su 5 stelle","







  
  
    Assolutamente inutile perché non permette l'uso su firetv stick, non si può ascoltare Spotify se non nella versione premium, non si ascolta la musica su nessuna applicazione free come YouTube, occorre pagare abbonamento per tutto, aggiunge acquisti al carrello autonomamente. Non fa streaming audio da sorgenti in casa. In pratica Alexa è quasi inutile. Soldi buttati.
  
"
"1,0 su 5 stelle","







  
  
    Sono rimasto molto deluso del prodotto e sto provvedendo al reso. Innanzitutto viene pubblicizzato come prodotto che porti in giro per la casa ma funziona solo ed esclusivamente se connesso all'alimentazione 220V !!! Nelle foto della pubblicità viene posto su mobili e sembra non collegato a nulla ma probabilmente è spento ! Quindi ogni volta che mi sposto devo staccarlo dalla presa di corrente, si spegne, portarlo con il suo alimentatore in un'altra stanza e riattaccarlo alla corrente. Visto le dimensioni e il peso (non così leggero) sarebbe stato pensabile inserire una piccola batteria che garantisse 4/8 ore di autonomia almeno. Inoltre nemmeno è stato pensato con connessioni usb, ne Type-C sempre più uno standard, ne di altro tipo. Inoltre non ha nulla di più di un Siri... Deluso anche dalla politica di reso che chiede 4-5 euro. Dopo averlo configurato in una rete wifi, se lo sposti in un'altra rete diventi matto per configurarlo.
  
"
"5,0 su 5 stelle","







  
  
    Ho ricevuto con l'acquisto di una tv questo echo dot in versione bianca. L'ho subito collegato per capire le potenzialità offerte, con i vari mesi di utilizzo posso dire che per comandare vari apparecchi tramite le apposite skil è sempre veloce e reattivo nel dare comandi. Naturalmente bisogna impostare le routine in modo appropriato e personalizzato in base al proprio uso e in base alle proprie periferiche connesse in casa. Io lo uso per comandare luci serranda, portone, termostato e molti altri elettrodomestici. Ultimamente iniziano a funzionare anche con l'apposita skill i sensori di Xiaomi Home.  L'unica cosa negativa è che a volte fatica a riconoscere la voce se si ha la tv attiva, per questo ho comprato un supporto a muro disponibile qui su amazon per tenere in ordine il tutto e direzionare meglio l'altoparlante il microfono verso di me! Si eliminano anche i fili, diventa tutto più ordinato!
  
"
"5,0 su 5 stelle","







  
  
    Ho comprato questo prodotto guardando un po' la versione inglese.Configurazione:all'inizio ho usato la app del telefono. Il dot non riusciva a leggere la rete wifi, in realtà non vedeva niente, così seguendo le istruzioni, ho spento tutto compreso il router e da allora la connessione è fissa e stabile sulla mia rete di casa a 5 Ghz. Per la configurazione devo dire che trovo più comoda la versione via web su pc.Un altro piccolo problema è stato trovare il comando che gli indicava di parlare in italiano. M alla fine :Funziona!Il dot e' veramente piccolo e compatto ma ha un audio molto forte e pulito.Funziona benissimo, riconosce senza problema i comandi. E' veloce, si impostano sveglie, timer, liste della spesa, si connette al mio calendario che ho sullo smartphone, accende e spegne le luci (ho comprato due prese Amazon), legge le notizie, sento la musica in tutta la casa collegandolo all'altro dot che ho comprato. Ogni giorno scopro una nuova cosa.Ha un rapporto prezzo qualità insuperabile.Lo consiglio.
  
"
