stars,comment
"5,0 su 5 stelle","







  
  
    Ho avuto per anni la Bialetti: sempre problemi, scarsa versatilità con capsule compatibili.La Nespresso Inissia di Krups è un prodotto spettacolare.+++++PRO+++++- Occupa pochissimo spazio: come è possibile vedere dalla foto. 30 centimetri di profondità, 12 di larghezza e 23 di altezza.- È possibile utilizzarla con qualsiasi capsula compatibile nespresso: risparmio assicurato e caffè sempre ottimo.- Due pulsanti di regolazione della lunghezza caffè: tazza piccola e tazza grande. La tazza grande è circa 3 volte la piccola.- Autospegnimento in circa 5 minuti.- Scarto meccanico autimatico delle capsule  senza doversi sporcare nè bruciare le mani.- Elevata temperatura del caffè al momento dell'erogazione.!!!!TRUCCHETTO!!!! Possibilità di regolare il volume del caffè erogato.Una volta accesa la macchinetta, attendete che i due pulsanti smettano di lampeggiare.Per regolare la lunghezza del caffè di default, tenete premuto uno dei due pulsanti a vostra scelta (vi ricordo che la tazza piccola corrisponde ad 1/3 della grande) fino ad aver raggiunto la quantità di caffè desiderata. Al termine della procedura, il pulsante lampeggerá tre volte: questo vi segnala l'avvenuto salvataggio della quantità di caffè preferita e predefinita. Da questo momento in poi, la semplice pressione del pulsante erogherá sempre la stessa quantità di caffè.
  
"
"5,0 su 5 stelle","







  
  
    Spedizione un giorno con Amazon prime.Prezzo di acquisto 59,99 € in offerta. 99€ prezzo pienoLa macchina nespresso inissia è della delonghi, piccola compatta e semplice, ha il minimo indispensabile per fare un ottimo caffè quale è la nespresso. Facile da usare, una volta collegata alla presa elettrica, basta riempire di acqua il serbatoio posto sul retro,  inserire la capsula, premere giù la leva e premere uno dei due pulsanti per fare il caffè corto o lungo. Il primo caffè io lho buttato per pulire la macchina, ho notato però che il caffè ristretto non lo è affatto, infatti la tazzina si riempie quasi tutta, per ovviare a questo ci sono due modi, uno è premere il pulsante del caffè ristretto e quando si vuole fermare basta premere nuovamente e la macchina smette di erogare. Altro modo per avere la quantità giusta e per sempre, fare in questo modo.Premere e tenere premuto il pulsante del caffè ristretto fino a quando si desidera, lasciare il pulsante, e la macchina si ferma, da quel momento in poi quando si fa un caffè ristretto, la macchina eroga sempre la stessa quantità prescelta. Per quanto riguarda il risultato del caffè, la nespresso è una garanzia non tanti tipi e varianti di caffè, quindi è soggettiva, ma comunque il caffè esce buono e cremoso, il caffè esce ben caldo ma non troppo, se vi vuole un caffè più caldo basta scaldare la tazzina, io ad esempio la riempio con acqua calda aspetto un attimo e poi faccio il caffè, insieme alla macchina  troviamo una confezione di 14capsule di caffè assortito, in più si riceve un codice per avere 40capsule sul sito della nespresso gratis. Io ho anche acquistato capsule compatibile della borbone caffè e vanno alla perfezione e avendo un ottimo caffè, ma questo come avevo detto prima è soggettivo e quindi ognuno sceglie quello che vuole. Infine la macchina si spegne in automatico dopo 9 minuti. Di contro non ho notato nulla, ma mi riservo di modificare la recensione dopo averla provata per un po'. Insomma la consiglio a chi vuole un caffè buono comodo e veloce dono circa 25secondi.che altro dire, buon caffè a tutti
  
"
"1,0 su 5 stelle","







  
  
    Acquistato il prodotto per un regalo di Natale. Dopo pochi giorni risultato inutilizzabile, la macchina deforma le capsule e va in blocco. L’assistenza Amazon mi propone solo la riparazione e non la sostituzione in quanto ora il prodotto ha un prezzo più alto....scandaloso!!!!Sono cliente da vari anni e mai mi era accaduta una cosa simile....sono delusa
  
"
"5,0 su 5 stelle","







  
  
    💡 Estetica : dal punto di vista del design è valida, peraltro è tra le più compatte presenti sul mercato. A differenza della Pixie, che però costa qualcosa in più, qui l’esterno non è in metallo cromato ma in plastica, di buona qualità ma sempre plastica. In ogni caso, al netto di questa differenza, più estetica che funzionale, è un prodotto gradevole e che si adatta ad ogni ambiente senza troppo ingombro (30x12x23).🛃 Pressione : premesso che l’intensità e la cremosità del caffè dipendono dalla pressione della pompa, qui troviamo lo stesso identico sistema brevettato da 19 bar delle sorelle maggiori di casa Nespresso, quindi potete stare tranquilli che il risultato sarà LO STESSO delle altri macchine del marchio, ivi incluse le più costose.🕹 Funzioni : ha praticamente tutte le funzioni delle sorelle maggiori, in particolare : 1) doppia selezione del caffè configurabile (potete scegliere tra lungo e corto con tasti personalizzabili); 2) auto spegnimento dopo 9 minuti di inutilizzo; 3) riscaldamento rapido in 25 secondi; 4) scarto automatico delle capsule ( dopo l’utilizzo andranno automaticamente in un serbatoio capace di contenerne 11).🙂 Come regolare l’erogazione : i due unici tasti fisici, che servono sia per accendere la macchinetta che per fare il caffè, sono personalizzabili nella quantità di caffè erogato. In particolare, per operare questa personalizzazione, vi basterà tenere premuto uno dei due pulsanti durante l’uso e rilasciarlo solo quando raggiunta la quantità preferita. Al termine della procedura, come check di conferma, il pulsante lampeggerà e salverà l’impostazione per i futuri utilizzi.👍 Capsule : nessun problema ovviamente con le originali ma nemmeno con le compatibili. In particolare io, sin dall’acquisto, ho utilizzato ( e continua ad utilizzare) le Borbone e la macchinetta non ha mai dato segni di esitazione, ma anzi fa un caffè più che buono.📡 Rumorosità : la pompa è rumorosa, inutile nascondersi, è un piccolo trattore. La cosa positiva però è che impiega pochissimo per fare il caffè quindi tutto sommato per pochi secondi si può sopportare e peraltro anche le altre della serie Nespresso, avendo la stessa pompa, hanno il medesimo difetto.🔧 Pulizia e manutenzione: sia il serbatoio delle capsule, che la base anteriore con la griglia, possono essere lavate in lavastoviglie. Per quanto riguarda invece la manutenzione, è d’obbligo utilizzare ALMENO una volta l’anno il kit di decalcificazione della Nespresso (la confezione originale da 2 kit è in vendita a 10 euro), efficacissimo e semplice da utilizzare.🤗 Conclusioni : nonostante le rifiniture basic, utilizzate secondo me più che per contenere i costi per giustificare la differenza di prezzo delle sorelle maggiori rispetto a questa, è un prodotto che non ha assolutamente nulla da invidiare ai modelli più costosi della linea Nespresso. Comunque se riuscite acquistatela su Amazon quando va in promozione (lo fanno spesso), perché riceverete un buono da 30 euro da spendere sul sito Nespresso, mica male per un prodotto che costa tra i 50 ed i 60 euro.
  
"
"1,0 su 5 stelle","







  
  
    Cominciamo dalla dimensione del contenitore ricevi capsule, dimensione ridicola.... Idem la riserva d'acqua... con pochi caffè si svuota, ma soprattutto il più grosso problema è la caldaia di questa macchina che spreca mediamente la meta del caffè che defluisce nel vano ricevi capsula vizio che rappresenta il limite più elevato.Sconsiglio questo prodotto calorosamente...
  
"
"5,0 su 5 stelle","







  
  
    Ne conoscevo già i pregi in quanto ce l'ho anche a lavoro. Ne ho preso una x casa pagandola appena 47 euro, consegnata in 18 ore. All'interno 16 capsule prova e un buono da euro 30 da spendere sul sito x acquisto di pari importo o superiore. Ho acquistato 100 capsule x un totale di euro 39,40 meno 30 euro di buono = appena €9,40 di tasca mia. Consegna capsule in appena 2 gg dall'ordine. Fantastica promozione di Amazon. Siete dei grandi.Aggiornamento al 20.05.2018: l'ho dovuta mandare in assistenza x lampeggio intermittente irregolare dei due pulsanti che non consentiva l'erogazione del caffè. Speriamo bene.Aggiornamento al 08.06.2018: dopo ripetuti solleciti, non avendo il centro assistenza rispettato i 13gg. lavorativi indicati dalle condizioni (adesso le nuove ne prevedono 17) ho richiesto ed ottenuto la sostituzione con una nuova ed uguale. Ho dovuto un po' tribulare con mail e telefonate, ma alla fine è andato tt bene. Un grazie alle operatrici del servizio clienti che hanno preso a cuore il mio problema. Speriamo questa funzioni bene
  
"
"5,0 su 5 stelle","







  
  
    È la seconda macchina per il caffè Nespresso che acquisto: in precedenza avevo un modello più recente, con tasti touch, ma il meccanismo interno automatico si è danneggiato abbastanza velocemente. Dato che era in garanzia mi è stata sostituita, ma lo stesso problema si è verificato di nuovo dopo pochi mesi. Ho quindi deciso di acquistare un modello più ""vecchio"", senza meccanismi automatici ma con la classica ""leva"" per schiacciare le capsule. Che dire? Non sono affatto pentita, anzi! Sono passati parecchi mesi da quando l'ho acquistata e non mi ha mai dato il minimo problema. L'unica pecca è che è un po' rumorosa, ma niente che non si possa sopportare!
  
"
"3,0 su 5 stelle","







  
  
    L’ho pagata circa la metà del prezzo originale e a quel prezzo può andare (45/50 €) .. di certo non vale i 100 € da listino. Comunque il caffè è nespresso, quindi una sicurezza, la macchina fa’ il suo dovere, è veloce e abbastanza silenziosa; esteticamente personalmente non mi piace. Il serbatoio d’acqua è piuttosto piccolo ma del resto un po’ come tutte le macchine di questa categoria; il difetto che ho riscontrato sta’ nell’inserimento capsula, diciamo che è molto “ballerino” e può capitare di schiacciare la capsula non perfettamente in sede e quindi rovinarla e renderla inutilizzabile.
  
"
"5,0 su 5 stelle","







  
  
    Acquistata ad un prezzo inferiore di almeno 25 euro rispetto al negozio fisico, funziona ininterrottamente da diversi mesi senza perdere un colpo. La pulizia è semplice e la macchina non richiede particolare manutenzione se non quella di svuotare il cassetto delle capsule utilizzate. Provenivo da un'ottima macchina De Longhi completamente automatica a chicchi, ma senza dubbio questa è molto più pratica. Per gusto personale utilizzo le capsule compatibili Caffè Barone, ma questo è soggettivo. Per ora sono molto soddisfatto.Servizio di consegna Amazon sempre impeccabile
  
"
"5,0 su 5 stelle","







  
  
    Appena arrivata mi è piaciuta tantissimo. Di macchinette ne ho avute un pò di tutte le marche: lavazza, dolce gusto, bialetti..La Nespresso è molto bella, piccola, bel colore ma sopratutto funziona benissimo. La sto usando da 9 mesi e non ho avuto nessun problema. Finora ho fatto solo un trattamento decalcificante.Adoro il fatto che è automatica. Faccio partire caffè e posso anche uscire dalla cucina senza aver paura che riempio troppo la tazzina. Si può regolare la quantità dell' acqua erogata a vostro piacimento. Ha solo 2 tasti con quali si fa tutto perciò è molto facile nel utilizzo. Tutti i pezzi si tolgono e lavano facilmente. La puoi usare anche con le tazze molto alte in quanto parte nera dove appoggi le tazzine piccole si solleva.L'unica cosa un pò fastidiosa è il rumore che fa durante erogazione ma ormai non ci faccio più caso.Parliamo delle capsule e della qualità del caffè... Io ho provato ormai di tutto.. originali e non di tantissime varie marche. Il risultato è sempre simile. Un caffè abbastanza buono ma a mio parere non arriva alla cremosità e sapore di quello delle capsule della lavazza. Non è solo il mio parere ma anche di miei familiari. Nel negozio che vende la capsule mi è stato spiegato che la differenza tra varie marche sta non tanto nella qualità del caffè ma nella quantità che ci mettono dentro ( capsule lavazza ne hanno di più).Comunque io l'ho scelta perché costa poco ma funziona benissimo e con le capsule che compro mi permette di risparmiare un sacco di soldi(attualmente quelle non originali). Io le trovo ovunque, persino nei discount e c'è sempre molta scelta di gusti.Non c'è bisogno di scegliere modelli più costosi. Insomma io ve la consiglio.
  
"
