stars,comment
"5,0 su 5 stelle","







  
  
    L'ho preso solo perchè era in sconto ed invece devo dire che ne sono rimasto molto soddisfatto. Avevo usato già altri bollitori più grandi ma me ne serviva uno per fare una o al massimo due tisane e non volevo occupasse molto spazio. Questo aggeggio era proprio quello che cercavo: piccolo e carino da vedere! i materiali sono buoni, sebbene leggero (la latta è sottile ma ben fatta e sembra robusta). Le plastiche non sono superlusso ma più che accettabili ed in linea con il prezzo, sono comunque belle solide. In un minuto porta ad ebollizione tutto il suo contenuto. Per fare una tisana in velocità servono solo pochi secondi. Io sono molto contento vista la spesa bassa non avrei potuto voler di più. Suggerito!
  
"
"3,0 su 5 stelle","







  
  
    Ho acquistato questo bollitore elettrico dopo aver fatto una piccola ricerca tra le varie recensioni di Amazon e devo confermare i lati positivi e negativi che altri hanno evidenziato riguardo a questo prodotto.Innanzitutto ho scelto questo bollitore per svariati motivi,tra cui il fatto che il contenitore dove si mette l'acqua è interamente in acciaio inox(a parte il piccolo inserto trasparente che sembra di plastica....).Devo dire che non è molto ingombrante,infatti la base ha un diametro di 16 cm ed un'altezza di 18 cm circa.Poi cercavo un bollitore non troppo capiente(1,2 litri) e dal consumo non esagerato,visto che quando funziona consuma ""solo""1630 watt(cosi sta scritto sul fondo della base).Quelli più capienti consumavano ben 2200 watt e se dovessi avere acceso un'altro elettrodomestico ""energivoro"" ci potrebbe essere il problema di incorrere in un blackout dovuto al superamento dei fatidici 3,3 chilowatt di una normale utenza domestica(tenetene conto!!!).Per scaldare 0,4 litri(il minimo che si può aggiungere)ci mette circa 1 minuto,per la quantità  massima (1,2 litri) il tempo passa a 4 minuti circa.Note negative sono la qualità delle plastiche che compongono la base ed il manico che sono di aspetto economico e la difficoltà per pulire e asciugare l'interno del contenitore,in quanto il tappo superiore non è abbastanza grande per agevolare il passaggio di una mano di medie dimensioni.Inoltre il bordo superiore risulta essere poco stondato e di conseguenza potrebbe diventare pericoloso insistere nella pulizia a mani nude.Consiglio l'acquisto di questo prodotto solo se siete alla ricerca di un bollitore poco ingombrante,non troppo capiente e dal consumo non esagerato.Se cercate un prodotto ben costruito e di qualità questo non fa per voi,optate per un bollitore più costoso e di marca.
  
"
"3,0 su 5 stelle","







  
  
    avevo chiesto alla community se il beccuccio di questo bollitore fosse fornito di filtro anticalcare. Le risposte sono state al 50% ""sì"" e al ""50% ""no""! Alla fine anche il rivenditore mi ha risposto prima no e poi sì. Comunque io confermo che è munito di filtro! per il resto posso dare il mio parere sul secondo e terzo quesito (giacché è meno di un mese che lo uso saltuariamente). Facile da usare sì, Facile da pulire non molto ma ci si fa! Se lo ricomprerei? Sì per quanto è costato fa il suo dovere e soprattutto non è di plastica!
  
"
"1,0 su 5 stelle","







  
  
    Tutto bene per una settimana, poi una mattina ho trovato il bollitore che avevo lasciato senza acqua la sera prima,  incandescente  e  nella cucina un forte odore di plastica bruciata,  la spia di accensione spenta ed il tasto di accensione in posizione off, quindi un evidente difetto di produzione che avrebbe potuto creare danni molto seri, assolutamente sconsigliato, ritengo anzi che sia meglio che il produttore prenda in considerazione un richiamo ufficiale.
  
"
"5,0 su 5 stelle","







  
  
    Ricevuto in tempo record confezionato in scatola rigida specifica, ottimo prodotto, lo utilizzo in ufficio molto frequentemente,Si pulisce facilmente. Ne prenderò un altro da utilizzare in casa.
  
"
"3,0 su 5 stelle","







  
  
    Il bollitore è arrivato nei tempi previsti anche se con qualche giorno di ritardo rispetto agli standard Amazon. Si tratta di un buon prodotto, di aspetto gradevole e abbastanza robusto. Rapidissimo nel bollire l'acqua, è ben coibentato e mantiene la temperatura del liquido anche per parecchio tempo. L'unico imperdonabile neo è l'interruttore di spegnimento/accensione. Dopo due-tre volte sembra quasi fuori uso. Peccato perché il prodotto altrimenti avrebbe meritato 5 stelle.
  
"
"1,0 su 5 stelle","







  
  
    Ho acquistato due bollitore, uno per uso personale e uno per l'ufficio.Il design è simpatico e compatto, con ""appena"" 1630W (i concorrenti hanno potenze sui 2400W... un buon 50% più veloci a scaldare l'acqua).Il primo bollitore aveva i bordi taglienti intorno al foro del coperchio: lavandolo mi sono fatto dei bei tagli. Considerato che una delle 3 caratteristiche fondamentali di questo prodotto è la ""facilità di pulizia""... direi che ha toppato alla grande. Sarebbe bastato uno smussetto o anche solo un minimo di pulizia della bava... invece nulla, metallo vivo!Restituito.Il secondo, dopo appena una settimana di uso, ha ""deciso spontaneamente"" di accendersi (probabilmente un falso contatto), nonostante l'interruttore fosse in ""spento"". Dopo una notte, l'abbiamo ritrovato bollente, con le plastiche rammollite, puzza di bruciato ovunque.Cestinato.Prodotto assolutamente sconsigliato.
  
"
"3,0 su 5 stelle","







  
  
    Il bollitore è in acciaio inox ma è molto leggero. Scalda l'acqua in brevissimo tempo, anche se fa un po' rumore. Quello che avevo prima consentiva di togliere completamente il tappo, questo no, e nel pulirlo dal calcare (utilizzo succo di limone) mi sono tagliata perché il bordo era leggermente affilato. Niente di grave, ma si poteva fare meglio. Di sicuro ha un buon prezzo, e fa il suo lavoro correttamente. Per il momento (2 settimane dall'acquisto) non mi ha dato problemi. Vediamo se durerà come quello precedente (di altra marca), che ha resistito 10 anni.
  
"
"5,0 su 5 stelle","







  
  
    Bollitore in metallo piccolo ma capiente. Ha l'auto spegnimento: quando la lucina arancione si spegne l'acqua e' pronta. Ottimi materiali,resistente,facile da pulire. Ottimo rapporto qualita' - prezzo!
  
"
"4,0 su 5 stelle","







  
  
    Arrivato prima del previsto, addirittura di sabato.... Piuttosto capiente, più di un litro di acqua che si riesci a riscaldare in ca un minuto. Ottimo direi. Molto bella il mTerilae che lo. Compone per quanto riguarda la latta, un pò meno le plastiche che sembrano leggere, ma lo paghiamo sotto i 20 euro cosa volere di più. Piuttosto grande sul bancone di una cucina. Buon rapporto qualità prezzo
  
"
