stars,comment
"2,0 su 5 stelle","







  
  
    Ho acquistato la crema 2 settimane fa, è ottima ma peccato che arrivati a metà vasetto il dosatore non riesca più a pescare la crema obbligando l’apertura del vasetto e il prelevamento con il dito. Praticamente arrivati a metà il dosatore è totalmente inutile.... un peccato perché la crema è ottima...
  
"
"5,0 su 5 stelle","







  
  
    Prodotto validissimo, regalato a mia moglie che conferma  fin da subito il risultato di una pelle più liscia, dopo 3 gg di utilizzo pure io noto già i risultati sulla sua pelle, più luminosa e sembra che alcune rughette pian piano si stanno riducendo, ne consiglio l'acquisto a tutti anche perchè dato il prezzo irrisorio rispetto a prodotti della medesima categoria una prova vale comunque la pena farla. Menzione d'onore per il tappo dosatore che riduce al minimo lo spreco del prodotto.
  
"
"5,0 su 5 stelle","







  
  
    Ottimi!Ho messo poche gocce nel mio vaporizzatore e ho sentito subito un forte odore che ricorda quello dei centri estetici o spa! Per ora ho provato a mischiare la lavanda e il thee!In 30 minuti ha profumato la mia stanza... ed è molto grande!
  
"
"5,0 su 5 stelle","







  
  
    Un kit di oli essenziali profumati per chi non ha ancora idee chiare su che profumazione scegliere....ci sono tanti gusti e il profumo nn è fortissimo da dar fastidio , anzi molto gradevoli tutti
  
"
"3,0 su 5 stelle","







  
  
    Ho impiegato un pó di tempo a lasciare la recensione poiché volevo provare le differenti fragranze. Purtroppo credo che la valutazione di un prodotto simile sia molto soggettiva. Ho dato tre stelle poiché ho apprezzato particolarmente solo una o due fragranze.
  
"
"5,0 su 5 stelle","







  
  
    Ogli con un alta percentue di concentrato. Facilmente rimovibile se si sporca,lasciano una fragranza fantastica e non pungente. Biologico si, ma non aspettatevi un sapore gradevole
  
"
"5,0 su 5 stelle","







  
  
    Confezione molto bella e ben fatta, all'interno presenta un separatore molto robusto. Gli oli presenti nella confezione sono divisi in 6 boccette da 10 ml l'una. Le fragranze sono buonissime a mio parere la migliore è quella al limone.
  
"
"5,0 su 5 stelle","







  
  
    Profumi molto intensi e duraturi.. in poco tempo mi hanno profumato tutta la casa, ed il profumo è così intenso da riconoscere perfettamente la fragranza usata che ti entra dritta nelle narici rispetto ad altri prodotti inferiori..Consigliato
  
"
"2,0 su 5 stelle","







  
  
    Non profumano se non per qualche minuto dall'accensione del diffusore e bisogna metterne un sacco. Non ne vale la pena. Li finirò perché oramai li ho in casa, ma non li ricomprerò.
  
"
"5,0 su 5 stelle","







  
  
    Profumi sublimi, l’odore si sprigiona ancor prima di aprire le boccette sigillate!Ne uso qualche goccia per profumare l’olio di ricino e assolvono magnificamente al loro dovere senza tra l’altro irritare la pelle. Li consiglio vivamente!
  
"
"5,0 su 5 stelle","







  
  
     PACKAGING 📦All interno della scatola troviamo 6 boccette con gli oli essenziali e nulla altro.PRO 👍- Concentrati di profumo- Poche gocce, grande durataCONTRO 👎- NessunoDESCRIZIONE PRODOTTO 👀Ho preso questo prodotto per il mio diffusore di olio essenziali: bastano poche gocce per diffondere un grande profumo.Abbiamo 6 diverse profumazioni:- Menta piperita- Tea tree- Lavanda- Arancia dolce- Limone- EucaliptoOttima l idea di utilizzarli come piccola idea regalo.CONCLUSIONI 🔚Beh in conclusione posso dire che per chi utilizza questa tipologia di prodotto per dare una profumazione alla propria casa, sono un ottimo prodotto al giusto prezzo.
  
"
